Date,Close
11/9/2015 16:00:00,4.89
11/10/2015 16:00:00,4.93
11/11/2015 16:00:00,4.86
11/12/2015 16:00:00,4.71
11/13/2015 16:00:00,4.57
11/16/2015 16:00:00,4.97
11/17/2015 16:00:00,4.86
11/18/2015 16:00:00,5.07
11/19/2015 16:00:00,5.09
11/20/2015 16:00:00,5.14
11/23/2015 16:00:00,5.24
11/24/2015 16:00:00,5.57
11/25/2015 16:00:00,5.12
11/27/2015 16:00:00,4.93
11/30/2015 16:00:00,4.77
12/1/2015 16:00:00,4.74
12/2/2015 16:00:00,4.95
12/3/2015 16:00:00,5.09
12/4/2015 16:00:00,4.79
12/7/2015 16:00:00,4.57
12/8/2015 16:00:00,4.76
12/9/2015 16:00:00,5
12/10/2015 16:00:00,4.73
12/11/2015 16:00:00,4.48
12/14/2015 16:00:00,4.5
12/15/2015 16:00:00,4.63
12/16/2015 16:00:00,4.66
12/17/2015 16:00:00,4.46
12/18/2015 16:00:00,4.35
12/21/2015 16:00:00,4.11
12/22/2015 16:00:00,4.28
12/23/2015 16:00:00,4.54
12/24/2015 16:00:00,4.53
12/28/2015 16:00:00,4.45
12/29/2015 16:00:00,4.42
12/30/2015 16:00:00,4.25
12/31/2015 16:00:00,4.3
1/4/2016 16:00:00,4.26
1/5/2016 16:00:00,4.18
1/6/2016 16:00:00,3.95
1/7/2016 16:00:00,3.81
1/8/2016 16:00:00,3.75
1/11/2016 16:00:00,3.71
1/12/2016 16:00:00,3.49
1/13/2016 16:00:00,3.35
1/14/2016 16:00:00,3.6
1/15/2016 16:00:00,3.27
1/19/2016 16:00:00,3.01
1/20/2016 16:00:00,2.94
1/21/2016 16:00:00,2.98
1/22/2016 16:00:00,3.03
1/25/2016 16:00:00,2.92
1/26/2016 16:00:00,2.93
1/27/2016 16:00:00,3.13
1/28/2016 16:00:00,3.2
1/29/2016 16:00:00,3.47
2/1/2016 16:00:00,3.29
2/2/2016 16:00:00,2.98
2/3/2016 16:00:00,3.13
2/4/2016 16:00:00,3.43
2/5/2016 16:00:00,3.24
2/8/2016 16:00:00,3.12
2/9/2016 16:00:00,2.99
2/10/2016 16:00:00,3.07
2/11/2016 16:00:00,2.9
2/12/2016 16:00:00,3.12
2/16/2016 16:00:00,3.06
2/17/2016 16:00:00,3.4
2/18/2016 16:00:00,3.23
2/19/2016 16:00:00,3.15
2/22/2016 16:00:00,3.68
2/23/2016 16:00:00,3.54
2/24/2016 16:00:00,3.5
2/25/2016 16:00:00,3.5
2/26/2016 16:00:00,3.38
2/29/2016 16:00:00,3.6
3/1/2016 16:00:00,3.79
3/2/2016 16:00:00,4.11
