Date,Close
3/3/2015 16:00:00,5.69
3/4/2015 16:00:00,5.57
3/5/2015 16:00:00,5.4
3/6/2015 16:00:00,5.15
3/9/2015 16:00:00,4.93
3/10/2015 16:00:00,4.77
3/11/2015 16:00:00,4.88
3/12/2015 16:00:00,4.9
3/13/2015 16:00:00,4.72
3/16/2015 16:00:00,4.72
3/17/2015 16:00:00,4.86
3/18/2015 16:00:00,5.06
3/19/2015 16:00:00,4.88
3/20/2015 16:00:00,5.04
3/23/2015 16:00:00,5.12
3/24/2015 16:00:00,5.12
3/25/2015 16:00:00,5.03
3/26/2015 16:00:00,4.88
3/27/2015 16:00:00,4.75
3/30/2015 16:00:00,4.9
3/31/2015 16:00:00,5.02
4/1/2015 16:00:00,5.2
4/2/2015 16:00:00,5.35
4/6/2015 16:00:00,5.43
4/7/2015 16:00:00,5.38
4/8/2015 16:00:00,5.55
4/9/2015 16:00:00,5.42
4/10/2015 16:00:00,5.46
4/13/2015 16:00:00,5.32
4/14/2015 16:00:00,5.43
4/15/2015 16:00:00,5.54
4/16/2015 16:00:00,5.57
4/17/2015 16:00:00,5.44
4/20/2015 16:00:00,5.34
4/21/2015 16:00:00,5.4
4/22/2015 16:00:00,5.56
4/23/2015 16:00:00,5.76
4/24/2015 16:00:00,6.03
4/27/2015 16:00:00,5.94
4/28/2015 16:00:00,5.98
4/29/2015 16:00:00,5.88
4/30/2015 16:00:00,5.82
5/1/2015 16:00:00,5.86
5/4/2015 16:00:00,5.74
5/5/2015 16:00:00,5.73
5/6/2015 16:00:00,5.59
5/7/2015 16:00:00,5.66
5/8/2015 16:00:00,5.78
5/11/2015 16:00:00,5.65
5/12/2015 16:00:00,5.69
5/13/2015 16:00:00,5.63
5/14/2015 16:00:00,5.76
5/15/2015 16:00:00,5.86
5/18/2015 16:00:00,5.62
5/19/2015 16:00:00,5.53
5/20/2015 16:00:00,5.5
5/21/2015 16:00:00,5.36
5/22/2015 16:00:00,5.17
5/26/2015 16:00:00,5.03
5/27/2015 16:00:00,5.11
5/28/2015 16:00:00,5.05
5/29/2015 16:00:00,4.86
6/1/2015 16:00:00,4.86
6/2/2015 16:00:00,5.02
6/3/2015 16:00:00,4.91
6/4/2015 16:00:00,4.84
6/5/2015 16:00:00,4.75
6/8/2015 16:00:00,4.81
6/9/2015 16:00:00,4.79
6/10/2015 16:00:00,4.87
6/11/2015 16:00:00,4.88
6/12/2015 16:00:00,4.82
6/15/2015 16:00:00,4.81
6/16/2015 16:00:00,5.06
6/17/2015 16:00:00,5.03
6/18/2015 16:00:00,5.13
6/19/2015 16:00:00,5
6/22/2015 16:00:00,5.06
6/23/2015 16:00:00,5.12
6/24/2015 16:00:00,5.1
6/25/2015 16:00:00,4.96
6/26/2015 16:00:00,5.01
6/29/2015 16:00:00,4.94
6/30/2015 16:00:00,4.97
7/1/2015 16:00:00,4.94
7/2/2015 16:00:00,5.09
7/6/2015 16:00:00,4.88
7/7/2015 16:00:00,4.85
7/8/2015 16:00:00,4.7
7/9/2015 16:00:00,4.79
7/10/2015 16:00:00,4.95
7/13/2015 16:00:00,5.05
7/14/2015 16:00:00,5.05
7/15/2015 16:00:00,4.96
7/16/2015 16:00:00,4.94
7/17/2015 16:00:00,4.87
7/20/2015 16:00:00,4.81
7/21/2015 16:00:00,4.81
7/22/2015 16:00:00,4.67
7/23/2015 16:00:00,4.39
7/24/2015 16:00:00,4.29
7/27/2015 16:00:00,4.24
7/28/2015 16:00:00,4.34
7/29/2015 16:00:00,4.4
7/30/2015 16:00:00,4.31
7/31/2015 16:00:00,4.34
8/3/2015 16:00:00,4.3
8/4/2015 16:00:00,4.19
8/5/2015 16:00:00,4.15
8/6/2015 16:00:00,4.07
8/7/2015 16:00:00,3.98
8/10/2015 16:00:00,4.13
8/11/2015 16:00:00,4.03
8/12/2015 16:00:00,3.95
