Date,Close
8/13/2015 16:00:00,3.76
8/14/2015 16:00:00,3.81
8/17/2015 16:00:00,3.77
8/18/2015 16:00:00,3.86
8/19/2015 16:00:00,3.74
8/20/2015 16:00:00,3.79
8/21/2015 16:00:00,3.73
8/24/2015 16:00:00,3.6
8/25/2015 16:00:00,3.54
8/26/2015 16:00:00,3.77
8/27/2015 16:00:00,3.95
8/28/2015 16:00:00,3.81
8/31/2015 16:00:00,3.66
9/1/2015 16:00:00,3.5
9/2/2015 16:00:00,3.51
9/3/2015 16:00:00,3.65
9/4/2015 16:00:00,3.42
9/8/2015 16:00:00,3.5
9/9/2015 16:00:00,3.53
9/10/2015 16:00:00,3.42
9/11/2015 16:00:00,3.38
9/14/2015 16:00:00,3.58
9/15/2015 16:00:00,3.63
9/16/2015 16:00:00,3.76
9/17/2015 16:00:00,3.72
9/18/2015 16:00:00,3.47
9/21/2015 16:00:00,3.39
9/22/2015 16:00:00,3.37
9/23/2015 16:00:00,3.18
9/24/2015 16:00:00,3.31
9/25/2015 16:00:00,3.25
9/28/2015 16:00:00,3.16
9/29/2015 16:00:00,3.17
9/30/2015 16:00:00,3.31
10/1/2015 16:00:00,3.34
10/2/2015 16:00:00,3.52
10/5/2015 16:00:00,3.65
10/6/2015 16:00:00,3.73
10/7/2015 16:00:00,3.81
10/8/2015 16:00:00,3.87
10/9/2015 16:00:00,3.88
10/12/2015 16:00:00,3.81
10/13/2015 16:00:00,3.58
10/14/2015 16:00:00,3.61
10/15/2015 16:00:00,3.56
10/16/2015 16:00:00,3.54
10/19/2015 16:00:00,3.51
10/20/2015 16:00:00,3.4
10/21/2015 16:00:00,3.34
10/22/2015 16:00:00,3.45
10/23/2015 16:00:00,3.45
10/26/2015 16:00:00,3.37
10/27/2015 16:00:00,3.36
10/28/2015 16:00:00,3.4
10/29/2015 16:00:00,3.34
10/30/2015 16:00:00,3.42
11/2/2015 16:00:00,3.55
11/3/2015 16:00:00,3.73
11/4/2015 16:00:00,3.7
11/5/2015 16:00:00,3.77
11/6/2015 16:00:00,3.74
11/9/2015 16:00:00,3.61
11/10/2015 16:00:00,3.66
11/11/2015 16:00:00,3.79
11/12/2015 16:00:00,3.68
11/13/2015 16:00:00,3.57
11/16/2015 16:00:00,3.71
11/17/2015 16:00:00,3.71
11/18/2015 16:00:00,3.83
11/19/2015 16:00:00,4
11/20/2015 16:00:00,4.06
11/23/2015 16:00:00,3.9
11/24/2015 16:00:00,3.94
11/25/2015 16:00:00,3.68
11/27/2015 16:00:00,3.6
11/30/2015 16:00:00,3.54
12/1/2015 16:00:00,3.57
12/2/2015 16:00:00,3.59
12/3/2015 16:00:00,3.78
12/4/2015 16:00:00,3.73
12/7/2015 16:00:00,3.67
12/8/2015 16:00:00,3.7
12/9/2015 16:00:00,3.88
12/10/2015 16:00:00,3.69
12/11/2015 16:00:00,3.65
12/14/2015 16:00:00,3.61
12/15/2015 16:00:00,3.63
12/16/2015 16:00:00,3.64
12/17/2015 16:00:00,3.6
12/18/2015 16:00:00,3.33
12/21/2015 16:00:00,3.24
12/22/2015 16:00:00,3.31
12/23/2015 16:00:00,3.35
12/24/2015 16:00:00,3.35
12/28/2015 16:00:00,3.38
12/29/2015 16:00:00,3.39
12/30/2015 16:00:00,3.28
12/31/2015 16:00:00,3.25
1/4/2016 16:00:00,3.11
1/5/2016 16:00:00,3.13
1/6/2016 16:00:00,3.11
1/7/2016 16:00:00,3.01
1/8/2016 16:00:00,3.01
1/11/2016 16:00:00,3.01
1/12/2016 16:00:00,3.05
1/13/2016 16:00:00,2.98
1/14/2016 16:00:00,3.04
1/15/2016 16:00:00,2.92
1/19/2016 16:00:00,2.88
1/20/2016 16:00:00,2.83
1/21/2016 16:00:00,2.74
1/22/2016 16:00:00,2.87
1/25/2016 16:00:00,2.81
1/26/2016 16:00:00,2.88
1/27/2016 16:00:00,2.88
1/28/2016 16:00:00,2.91
1/29/2016 16:00:00,3.14
2/1/2016 16:00:00,3.21
2/2/2016 16:00:00,2.88
2/3/2016 16:00:00,3.1
2/4/2016 16:00:00,3.18
2/5/2016 16:00:00,3.16
2/8/2016 16:00:00,3.06
2/9/2016 16:00:00,3.03
2/10/2016 16:00:00,3.12
2/11/2016 16:00:00,2.99
2/12/2016 16:00:00,3.04
2/16/2016 16:00:00,3.06
2/17/2016 16:00:00,3.15
2/18/2016 16:00:00,3.01
2/19/2016 16:00:00,3
2/22/2016 16:00:00,3.18
2/23/2016 16:00:00,3.1
2/24/2016 16:00:00,3.09
2/25/2016 16:00:00,3.09
2/26/2016 16:00:00,3.07
2/29/2016 16:00:00,3.15
3/1/2016 16:00:00,3.35
3/2/2016 16:00:00,3.48
