Date,Close
10/27/2015 16:00:00,2.55
10/28/2015 16:00:00,2.62
10/29/2015 16:00:00,2.56
10/30/2015 16:00:00,2.56
11/2/2015 16:00:00,2.6
11/3/2015 16:00:00,2.74
11/4/2015 16:00:00,2.67
11/5/2015 16:00:00,2.73
11/6/2015 16:00:00,2.74
11/9/2015 16:00:00,2.63
11/10/2015 16:00:00,2.66
11/11/2015 16:00:00,2.73
11/12/2015 16:00:00,2.65
11/13/2015 16:00:00,2.62
11/16/2015 16:00:00,2.68
11/17/2015 16:00:00,2.74
11/18/2015 16:00:00,2.86
11/19/2015 16:00:00,2.98
11/20/2015 16:00:00,3.03
11/23/2015 16:00:00,2.87
11/24/2015 16:00:00,2.88
11/25/2015 16:00:00,2.69
11/27/2015 16:00:00,2.64
11/30/2015 16:00:00,2.52
12/1/2015 16:00:00,2.52
12/2/2015 16:00:00,2.59
12/3/2015 16:00:00,2.69
12/4/2015 16:00:00,2.67
12/7/2015 16:00:00,2.62
12/8/2015 16:00:00,2.64
12/9/2015 16:00:00,2.73
12/10/2015 16:00:00,2.51
12/11/2015 16:00:00,2.49
12/14/2015 16:00:00,2.46
12/15/2015 16:00:00,2.5
12/16/2015 16:00:00,2.54
12/17/2015 16:00:00,2.44
12/18/2015 16:00:00,2.29
12/21/2015 16:00:00,2.22
12/22/2015 16:00:00,2.24
12/23/2015 16:00:00,2.31
12/24/2015 16:00:00,2.32
12/28/2015 16:00:00,2.36
12/29/2015 16:00:00,2.39
12/30/2015 16:00:00,2.27
12/31/2015 16:00:00,2.26
1/4/2016 16:00:00,2.23
1/5/2016 16:00:00,2.22
1/6/2016 16:00:00,2.19
1/7/2016 16:00:00,2.11
1/8/2016 16:00:00,2.06
1/11/2016 16:00:00,2.02
1/12/2016 16:00:00,2.05
1/13/2016 16:00:00,1.99
1/14/2016 16:00:00,2.06
1/15/2016 16:00:00,1.99
1/19/2016 16:00:00,1.99
1/20/2016 16:00:00,1.98
1/21/2016 16:00:00,1.89
1/22/2016 16:00:00,2
1/25/2016 16:00:00,1.94
1/26/2016 16:00:00,1.99
1/27/2016 16:00:00,1.99
1/28/2016 16:00:00,1.99
1/29/2016 16:00:00,2.15
2/1/2016 16:00:00,2.22
2/2/2016 16:00:00,2.08
2/3/2016 16:00:00,2.25
2/4/2016 16:00:00,2.42
2/5/2016 16:00:00,2.35
2/8/2016 16:00:00,2.27
2/9/2016 16:00:00,2.26
2/10/2016 16:00:00,2.33
2/11/2016 16:00:00,2.24
2/12/2016 16:00:00,2.26
2/16/2016 16:00:00,2.3
2/17/2016 16:00:00,2.39
2/18/2016 16:00:00,2.3
2/19/2016 16:00:00,2.32
2/22/2016 16:00:00,2.49
2/23/2016 16:00:00,2.44
2/24/2016 16:00:00,2.45
2/25/2016 16:00:00,2.45
2/26/2016 16:00:00,2.41
2/29/2016 16:00:00,2.49
3/1/2016 16:00:00,2.63
3/2/2016 16:00:00,2.69
